"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"141","9/18/2013","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","TX","76051","Other","Other","Referral","9/19/2013","Closed with explanation","Yes","No",532170
"142","9/12/2013","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","TX","75002","Other","Other","Phone","9/12/2013","Closed with explanation","Yes","No",525273
"143","9/12/2013","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Equifax","WY","82301","Other","Other","Web","9/12/2013","Closed with non-monetary relief","Yes","Yes",524840
"144","9/18/2013","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","JPMorgan Chase & Co.","IA","50315","Other","Other","Web","9/19/2013","Closed with explanation","Yes","No",532054
"145","10/1/2013","Credit card","Other","Other fee","Other","Other","Other","Santander Bank US","MA","2360","Other","Other","Referral","10/1/2013","Closed","Yes","No",549557
"146","9/18/2013","Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Other","TransUnion Intermediate Holdings, Inc.","NC","28560","Other","Other","Web","9/18/2013","Closed with non-monetary relief","Yes","No",533661
"147","9/18/2013","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","JPMorgan Chase & Co.","OR","97045","Other","Other","Referral","9/19/2013","Closed with explanation","Yes","No",532265
"148","9/18/2013","Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","CA","90291","Other","Other","Referral","9/19/2013","Closed with explanation","Yes","No",532237
"149","9/6/2013","Money transfers","Domestic (US) money transfer","Other transaction issues","Other","Other","Other","The Western Union Company","GA","30058","Other","Other","Referral","9/9/2013","Closed with explanation","Yes","No",517233
"150","9/18/2013","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","CA","92808","Other","Other","Web","9/19/2013","Closed with explanation","Yes","No",531813
"151","9/18/2013","Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","Banco Popular de Puerto Rico","VA","23666","Older American","Other","Phone","11/13/2013","Closed with explanation","Yes","No",532080
"152","11/9/2013","Debt collection","Medical","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Action Professionals, Inc.","CA","90049","Other","Other","Web","12/5/2013","Closed with explanation","No","Other",592599
"153","10/8/2013","Credit card","Other","Delinquent account","Other","Other","Other","Synchrony Financial","OH","43138","Other","Other","Postal mail","10/9/2013","Closed with explanation","Yes","No",555424
"154","11/9/2013","Credit card","Other","Balance transfer","Other","Other","Other","Citibank","NY","10960","Other","Other","Web","11/9/2013","Closed with monetary relief","Yes","No",592607
"155","10/8/2013","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","WA","98118","Other","Other","Web","10/31/2013","Closed with explanation","Yes","No",555422
"156","11/9/2013","Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","LA","70403","Other","Other","Web","11/14/2013","Closed with explanation","Yes","No",590817
"157","11/4/2013","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","OK","74010","Other","Other","Web","11/5/2013","Closed with explanation","Yes","Yes",584473
"158","11/9/2013","Payday loan","Payday loan","Applied for loan/did not receive money","Applied for loan/did not receive money","Other","Other","Synchrony Financial","IA","50316","Other","Other","Web","11/13/2013","Closed with explanation","Yes","No",592624
"159","11/4/2013","Credit card","Other","Closing/Cancelling account","Other","Other","Other","Synchrony Financial","TX","75159","Other","Other","Web","11/4/2013","Closed with monetary relief","Yes","No",584481
"160","10/8/2013","Credit card","Other","Closing/Cancelling account","Other","Other","Other","Synchrony Financial","MD","21222","Other","Other","Web","10/8/2013","Closed with non-monetary relief","Yes","Yes",555511
"161","10/8/2013","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Frequent or repeated calls","Other","Other","Convergent Resources, Inc.","NH","3275","Other","Other","Web","10/8/2013","Closed with explanation","Yes","No",555445
"162","10/8/2013","Credit card","Other","Other","Other","Other","Other","Discover","NY","11233","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555446
"163","10/8/2013","Credit card","Other","Closing/Cancelling account","Other","Other","Other","Synchrony Financial","MD","21222","Other","Other","Web","10/9/2013","Closed with non-monetary relief","Yes","Yes",555512
"164","11/4/2013","Mortgage","Second mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","OH","45840","Other","Other","Phone","11/7/2013","Closed with explanation","Yes","No",584487
"165","11/9/2013","Bank account or service","Savings account","Problems caused by my funds being low","Other","Other","Other","Citibank","Other","Other","Other","Other","Web","11/12/2013","Closed with explanation","Yes","No",592638
"166","11/4/2013","Debt collection","Credit card","Taking/threatening an illegal action","Sued w/o proper notification of suit","Other","Other","Nathan & Nathan, P.C.","AL","35235","Other","Other","Web","11/4/2013","Closed with explanation","Yes","No",584490
"167","10/8/2013","Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","JPMorgan Chase & Co.","CA","90026","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555457
"168","11/4/2013","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ditech Financial LLC","NC","28081","Older American","Other","Phone","11/6/2013","Closed with explanation","Yes","No",584500
"169","10/9/2013","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","JPMorgan Chase & Co.","MI","48076","Other","Other","Phone","10/9/2013","Closed with explanation","Yes","No",555858
"170","11/4/2013","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Bank of America","NJ","7712","Other","Other","Phone","11/6/2013","Closed with explanation","Yes","No",584510
"171","11/9/2013","Debt collection","Federal student loan","Disclosure verification of debt","Right to dispute notice not received","Other","Other","ECMC Group, Inc.","ID","61242","Other","Other","Web","11/9/2013","Closed with explanation","Yes","Yes",592650
"172","11/9/2013","Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Citibank","CO","80302","Other","Other","Web","11/9/2013","Closed with explanation","Yes","Yes",592653
"173","11/4/2013","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Bank of America","AZ","85614","Other","Other","Web","11/4/2013","Closed with explanation","Yes","No",584515
"174","11/9/2013","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Bank of America","GA","30093","Other","Other","Web","11/9/2013","Closed with explanation","Yes","No",592658
"175","11/9/2013","Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","Equifax","TX","77864","Other","Other","Web","11/9/2013","Closed with explanation","Yes","No",592661
"176","10/9/2013","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","Experian","LA","71328","Other","Other","Web","10/8/2013","Closed with non-monetary relief","Yes","No",555867
"177","10/9/2013","Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Other","Other","Other","Ditech Financial LLC","VA","22553","Other","Other","Web","10/15/2013","Closed with explanation","Yes","Yes",555869
"178","10/9/2013","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Wells Fargo & Company","CO","80027","Other","Other","Web","10/9/2013","Closed with monetary relief","Yes","No",555870
"179","10/9/2013","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Select Portfolio Servicing, Inc","FL","32219","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555872
"180","10/9/2013","Bank account or service","Other bank product/service","Making/receiving payments, sending money","Other","Other","Other","Receivables Performance Management LLC","FL","34638","Other","Other","Web","10/21/2013","Closed with explanation","Yes","No",555878
"181","10/9/2013","Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Wells Fargo & Company","VA","22407","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555879
"182","11/4/2013","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","The CBE Group, Inc.","TN","38503","Servicemember","Other","Phone","11/6/2013","Closed with explanation","Yes","No",584530
"183","11/4/2013","Credit card","Other","Closing/Cancelling account","Other","Other","Other","Capital One","NY","11212","Other","Other","Web","11/4/2013","Closed with explanation","Yes","No",584532
"184","10/9/2013","Mortgage","Home equity loan or line of credit","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","OH","43035","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555884
"185","11/9/2013","Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Experian","CA","91301","Other","Other","Web","11/9/2013","Closed with explanation","Yes","No",593106
"186","10/9/2013","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Citibank","NY","11375","Other","Other","Web","10/9/2013","Closed with explanation","Yes","No",555885
"187","11/9/2013","Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Encore Capital Group","MN","55806","Other","Other","Web","11/18/2013","Closed with non-monetary relief","Yes","No",592683
"188","10/9/2013","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Citibank","MD","20827","Other","Other","Web","10/9/2013","Closed with explanation","Yes","Yes",555891
"189","11/4/2013","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Wells Fargo & Company","CA","92065","Other","Other","Web","11/4/2013","Closed","Yes","No",584538
"190","10/9/2013","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","CT","6770","Other","Other","Web","10/9/2013","Closed with non-monetary relief","Yes","Yes",555893
