VentureFirm,Date,StartUp,Investment
Khosla,12/1/2014,MetaMind,$8M / Venture
Khosla,12/1/2014,Shoes of Prey,$5.5M / Series A (Lead)
Khosla,12/1/2014,Stripe,$70M / Series C
Khosla,12/1/2014,Misfit Wearables,$40M / Series C
Khosla,11/1/2014,Teespring,$35M / Series B (Lead)
Khosla,11/1/2014,Tile,$16M / Series A
Khosla,11/1/2014,Sliced Investing,$2M / Seed
Khosla,11/1/2014,Blockstream,$21M / Seed (Lead)
Khosla,11/1/2014,CareLuLu,$1.7M / Seed (Lead)
Khosla,10/1/2014,Vida Health,$5M / Series A
Khosla,10/1/2014,MTailor,$2M / Venture (Lead)
Khosla,10/1/2014,moka5,$16.34M / Series D
Khosla,10/1/2014,Quantopian,$15M / Series B
Khosla,10/1/2014,Idibon,$5.5M / Series A
Khosla,10/1/2014,Checkr,$9M / Series A
Khosla,10/1/2014,Complex Polygon,$1.7M / Seed
Khosla,10/1/2014,Thync,$13M / Series A (Lead)
Khosla,10/1/2014,Scaled Inference,$8M / Series A
Khosla,9/1/2014,TrueAccord,$5M / Series A
Khosla,9/1/2014,Avogy,$40M / Series B
Khosla,9/1/2014,Narrative,$8M / Series B (Lead)
Khosla,8/1/2014,Strut,$1.5M / Seed (Lead)
Khosla,8/1/2014,Theatro,$8.8M / Series A (Lead)
Khosla,8/1/2014,Chain,$9.5M / Series A (Lead)
Khosla,8/1/2014,Lookout,$150M / Series F
Khosla,8/1/2014,Two Tap,$2.7M / Seed
Khosla,8/1/2014,Vectra Networks,$25M / Series C
Khosla,7/1/2014,EyeNetra,$4M / Series A
Khosla,7/1/2014,Relcy,$9M / Venture
Khosla,7/1/2014,PLASTIQ,$10M / Series B (Lead)
Khosla,7/1/2014,Teleborder,undisclosed amount / Seed
Khosla,7/1/2014,Opendoor,$9.95M / Series A (Lead)
Khosla,6/1/2014,BlockScore,$2M / Seed
Khosla,6/1/2014,ThoughtSpot,$30M / Series B (Lead)
Khosla,6/1/2014,Instacart,$44M / Series B
Khosla,6/1/2014,HackerRank,$9.2M / Series B (Lead)
Khosla,6/1/2014,Varentec,$11.08M / Series B
Khosla,6/1/2014,Affirm,$45M / Series A
Khosla,6/1/2014,Okta,$75M / Series E
Khosla,5/1/2014,CrowdMed,undisclosed amount /Venture
Khosla,5/1/2014,DoorDash,$17.3M / Series A
Khosla,5/1/2014,Timeful,$7M / Series A
Khosla,5/1/2014,Oscar,$80M / Series A
Khosla,4/1/2014,"Ambri, Inc.",$35M / Series C
Khosla,4/1/2014,Guardant Health,$30M / Series B (Lead)
Khosla,4/1/2014,The Hunt,$10M / Series B
Khosla,4/1/2014,Fundbox,$17.5M / Series A (Lead)
Khosla,4/1/2014,Wattpad,$46M / Series C
Khosla,4/1/2014,BioConsortia,$15M / Series B
Khosla,4/1/2014,AirHelp,$4.7M / Seed
Khosla,4/1/2014,Magin,€230k / Seed
Khosla,3/1/2014,ClearStory Data,$21M / Series B
Khosla,3/1/2014,Blue River Technology,$10M / Series A
Khosla,3/1/2014,Webflow,$1.5M / Seed
Khosla,3/1/2014,Grokker,$10M / Series A
Khosla,3/1/2014,Canary,$10M / Series A (Lead)
Khosla,2/1/2014,Piazza,$8M / Series B (Lead)
Khosla,2/1/2014,Quanttus,$19M / Series A
Khosla,2/1/2014,Granular,$6.2M / Series A
Khosla,2/1/2014,Cylance,$20M / Series B
Khosla,2/1/2014,Summon,undisclosed amount /Undisclosed
Khosla,2/1/2014,Hampton Creek,$23M / Series B
Khosla,2/1/2014,PayNearMe,$20M / Series E
Khosla,2/1/2014,Tapingo,$10.5M / Series B (Lead)
Khosla,1/1/2014,Stripe,$80M / Series C
Khosla,1/1/2014,MemSQL,$35M / Series B
Khosla,1/1/2014,ALOHA,$4.5M / Seed
Khosla,1/1/2014,Nutanix,$101M / Series D
Khosla,1/1/2014,Lumiata,$4M / Series A
Khosla,1/1/2014,Oscar,$30M / Seed
Khosla,1/1/2014,View,$100M / Private Equity
Khosla,1/1/2014,Fundera,$3.4M / Series A
Binary Capital,6/1/2015,Unikrn,$7M / Series A (Lead)
Binary Capital,6/1/2015,LawnStarter,$6M / Series A
Binary Capital,11/1/2014,Bellhops,$6M / Series A (Lead)
Crosslink Capital,12/1/2015,BrightFunnel,$6M / Series A (Lead)
Crosslink Capital,11/1/2015,Mirador Financial,$7M / Series A
Crosslink Capital,11/1/2015,Descartes Labs,$5M / Series A
Crosslink Capital,11/1/2015,ProtectWise,$20M / Series B
Crosslink Capital,11/1/2015,AutoFi,$2.5M / Seed
Crosslink Capital,11/1/2015,buildingconnected,$8.5M / Series A (Lead)
Crosslink Capital,11/1/2015,Weave,$15.5M / Series B (Lead)
Crosslink Capital,10/1/2015,"Zebit, Inc.",$10M / Series A (Lead)
Crosslink Capital,9/1/2015,NodePrime,$7M / Seed
Crosslink Capital,9/1/2015,Source3,$4M / Seed
Crosslink Capital,8/1/2015,ServiceMax,$82M / Series F
Crosslink Capital,8/1/2015,Filament,$5M / Series A
Crosslink Capital,8/1/2015,Inverse,undisclosed amount / Seed
Crosslink Capital,8/1/2015,Rebagg,$4M / Seed
Crosslink Capital,6/1/2015,RadiumOne,$54M / Series C
Crosslink Capital,6/1/2015,PowerToFly,$6.5M / Series A
Crosslink Capital,6/1/2015,Eargo,$13.6M / Series A
Crosslink Capital,6/1/2015,brightwheel,$2.2M / Seed
Crosslink Capital,6/1/2015,Mirror,$8.8M / Series A
Crosslink Capital,6/1/2015,Coupa Software,$80M / Series G
Crosslink Capital,5/1/2015,OnboardIQ,$3.3M / Seed
Crosslink Capital,5/1/2015,Hungryroot,$2M / Seed
Crosslink Capital,5/1/2015,Descartes Labs,$3M / Seed
Crosslink Capital,4/1/2015,Fatherly,$2M / Seed
Crosslink Capital,4/1/2015,Educents,$2.93M / Seed
Crosslink Capital,3/1/2015,Reltio,$10M / Series A
Crosslink Capital,3/1/2015,Visual.ly,$3.3M / Series A (Lead)
Crosslink Capital,2/1/2015,Rainforest,$4M / Seed
Crosslink Capital,2/1/2015,NodeSource,$3M / Seed
Crosslink Capital,2/1/2015,Graylog,$2.5M / Seed
Crosslink Capital,2/1/2015,HomeLight,$3M / Series A
Crosslink Capital,1/1/2015,MaestroIQ,$1.75M / Seed
Crosslink Capital,1/1/2015,PlaySwell,$1M / Seed
Crosslink Capital,12/1/2014,Hired,$15M / Series B
Crosslink Capital,12/1/2014,UpCounsel,$2.4M / Seed (Lead)
Crosslink Capital,11/1/2014,Scripted.com,$9M / Series B
Crosslink Capital,11/1/2014,Mirador Financial,$2.7M / Seed
Crosslink Capital,11/1/2014,LaunchKey,$3M / Venture
Crosslink Capital,11/1/2014,Chime,$8M / Venture (Lead)
Crosslink Capital,10/1/2014,Personal Capital,$50M / Series D
Crosslink Capital,10/1/2014,BrightFunnel,$2.25M / Seed
Crosslink Capital,9/1/2014,SchoolMint,$2.2M / Seed (Lead)
Crosslink Capital,9/1/2014,Jack Erwin,$9M / Series B
Crosslink Capital,9/1/2014,365 Data Centers,$16M / Series B (Lead)
Crosslink Capital,8/1/2014,Casper,$13.1M / Series A
Crosslink Capital,7/1/2014,ZoomForth,$1.3M / Undisclosed
Crosslink Capital,6/1/2014,Fi.tt,$300k / Seed
Crosslink Capital,6/1/2014,ProtectWise,$14.1M / Series A
Crosslink Capital,5/1/2014,Beauty Noted,$2.2M / Seed
Crosslink Capital,5/1/2014,AirPR,$4M / Series A
Crosslink Capital,4/1/2014,Ayla Networks,$14.5M / Series B
Crosslink Capital,3/1/2014,TakeLessons,$7M / Series C
Crosslink Capital,3/1/2014,Hired,$15M / Series A (Lead)
Crosslink Capital,3/1/2014,Coupa Software,$40M / Series F
Crosslink Capital,3/1/2014,ServiceMax,$71M / Series E
Crosslink Capital,2/1/2014,Workboard,$4.25M / Venture
Crosslink Capital,2/1/2014,Postmates,$16M / Series B
Crosslink Capital,2/1/2014,Vungle,$17M / Series B
Crosslink Capital,2/1/2014,Jack Erwin,$2M / Series A (Lead)
Crosslink Capital,1/1/2014,Enigma Technologies,$4.5M / Series A
Crosslink Capital,1/1/2014,Casper,$1.85M / Seed
Crosslink Capital,1/1/2014,Visual.ly,$8.1M / Series A (Lead)
Amadeus Capital Partners,12/1/2015,thinktank.net,$20M / Series A
Amadeus Capital Partners,9/1/2015,Kreditech Holding,$92M / Series C
Amadeus Capital Partners,6/1/2015,Qinec,£6M / Series B
Amadeus Capital Partners,4/1/2015,Congenica,£2.2M / Series A
Amadeus Capital Partners,3/1/2015,GreenRoad Technologies,$26M / Series G
Amadeus Capital Partners,3/1/2015,PhoreMost,$3.8M / Seed
Amadeus Capital Partners,2/1/2015,TrialReach,$13.5M / Series B
Amadeus Capital Partners,1/1/2015,ClickTale,$35M / Series C
Amadeus Capital Partners,12/1/2014,Fluidic Analytics,£1.56M / Series A
Amadeus Capital Partners,11/1/2014,Linkdex,£3.5M / Series C
Amadeus Capital Partners,6/1/2014,VocalIQ,£750k / Seed (Lead)
Amadeus Capital Partners,4/1/2014,Bidu Corretora,$8.9M / Venture
Amadeus Capital Partners,4/1/2014,Nujira,$20M / Venture
AME Cloud Ventures,12/1/2015,Likelihood,$5.5M / Series A
AME Cloud Ventures,12/1/2015,Arterys,$7M / Series A
AME Cloud Ventures,12/1/2015,OpsClarity,$11M / Series A
AME Cloud Ventures,12/1/2015,Osaro,$3.3M / Seed
AME Cloud Ventures,11/1/2015,IIX Inc.,$26M / Series B
AME Cloud Ventures,11/1/2015,Lumo Bodytech,$10M / Series B
AME Cloud Ventures,9/1/2015,Vectra Networks,$35M / Series D
AME Cloud Ventures,9/1/2015,GrubMarket Inc,$10M / Series A
AME Cloud Ventures,7/1/2015,Radius,$50M / Series F
AME Cloud Ventures,7/1/2015,Yozio,$7M / Series A
AME Cloud Ventures,7/1/2015,ShoCard,$1.5M / Seed
AME Cloud Ventures,6/1/2015,Curbside,$25M / Series B
AME Cloud Ventures,6/1/2015,AtScale,$7M / Series A
AME Cloud Ventures,6/1/2015,"Minio, Inc.",$3.3M / Seed
AME Cloud Ventures,6/1/2015,Zymergen,$44M / Series A
AME Cloud Ventures,6/1/2015,Mousera,$20M / Series A
AME Cloud Ventures,6/1/2015,Nervana Systems,$20.5M / Series A
AME Cloud Ventures,6/1/2015,Atomwise,$6M / Seed
AME Cloud Ventures,5/1/2015,Ripple,$28M / Series A
AME Cloud Ventures,5/1/2015,CloudMedx Inc,$6.3M / Seed
AME Cloud Ventures,4/1/2015,DataTorrent,$15M / Series B
AME Cloud Ventures,4/1/2015,Scanadu,$35M / Series B
AME Cloud Ventures,4/1/2015,Color Genomics,$15M / Series A
AME Cloud Ventures,4/1/2015,Docker,$95M / Series D
AME Cloud Ventures,4/1/2015,Illumio,$100M / Series C
AME Cloud Ventures,3/1/2015,Cohere Technologies,$35M / Series C
AME Cloud Ventures,3/1/2015,Memebox Corporation,$17.5M / Series B
AME Cloud Ventures,2/1/2015,Transcriptic,$8.5M / Series A
AME Cloud Ventures,2/1/2015,Zoom,$30M / Series C
AME Cloud Ventures,2/1/2015,eero,$5M / Seed
AME Cloud Ventures,1/1/2015,Motiv,$1.22M / Debt Financing
AME Cloud Ventures,1/1/2015,GrubMarket Inc,$2.1M / Seed
AME Cloud Ventures,1/1/2015,Interana,$20M / Series B
AME Cloud Ventures,1/1/2015,Pluribus Networks,$52M / Series D
AME Cloud Ventures,1/1/2015,Planet Labs,$70M / Series C
AME Cloud Ventures,1/1/2015,Boxed,$25M / Series B
AME Cloud Ventures,1/1/2015,BlockCypher,$3.1M / Seed
AME Cloud Ventures,1/1/2015,Treasure Data,$21M / Series B
AME Cloud Ventures,11/1/2014,FiscalNote,$7M / Series A
AME Cloud Ventures,11/1/2014,Blockstream,$21M / Seed
AME Cloud Ventures,11/1/2014,Tile,$16M / Series A
AME Cloud Ventures,11/1/2014,Zerve,$20M / Series A
AME Cloud Ventures,10/1/2014,Vida Health,$5M / Series A
AME Cloud Ventures,10/1/2014,Viewics,$8M / Series A
AME Cloud Ventures,10/1/2014,Curbside,$8M / Series A
AME Cloud Ventures,9/1/2014,BetterWorks,$15M / Series A
AME Cloud Ventures,9/1/2014,Docker,$40M / Series C
AME Cloud Ventures,9/1/2014,Citrine Informatics,undisclosed amount / Seed
AME Cloud Ventures,9/1/2014,import.io,$3M / Seed
AME Cloud Ventures,9/1/2014,Active Mind Technology,undisclosed amount /Undisclosed
AME Cloud Ventures,9/1/2014,Totspot,$1.8M / Seed
AME Cloud Ventures,8/1/2014,Nervana Systems,$3.3M / Series A
AME Cloud Ventures,8/1/2014,Vectra Networks,$25M / Series C
AME Cloud Ventures,7/1/2014,Quantifind,$12M / Venture
AME Cloud Ventures,7/1/2014,Xapo,$20M / Series A
AME Cloud Ventures,7/1/2014,Matterport,$16M / Series B
AME Cloud Ventures,6/1/2014,Wish,$50M / Series C
AME Cloud Ventures,6/1/2014,Imprint Energy,$6M / Series A
AME Cloud Ventures,5/1/2014,BitPay,$30M / Series A
AME Cloud Ventures,5/1/2014,Metacloud,$15M / Series B
AME Cloud Ventures,5/1/2014,Layer,$14.5M / Series A
AME Cloud Ventures,4/1/2014,Pepperdata,$5M / Series A
AME Cloud Ventures,4/1/2014,Rigetti Quantum Computing,$2.5M / Seed
AME Cloud Ventures,4/1/2014,Savioke,$2M / Seed
AME Cloud Ventures,3/1/2014,Vicarious,$40M / Series B
AME Cloud Ventures,2/1/2014,Hampton Creek,$23M / Series B
AME Cloud Ventures,2/1/2014,Transcriptic,$2.8M / Seed
AME Cloud Ventures,2/1/2014,Polar,$1.68M / Seed
AME Cloud Ventures,2/1/2014,Elementum,$50M / Series B
AME Cloud Ventures,1/1/2014,Washio,$2.25M / Seed
AME Cloud Ventures,1/1/2014,Amitree,$2.7M / Venture
AME Cloud Ventures,1/1/2014,Apportable,$6.3M / Seed
AME Cloud Ventures,1/1/2014,The Grid,$3.1M / Series A (Lead)
AME Cloud Ventures,1/1/2014,talech,undisclosed amount / Seed
AME Cloud Ventures,1/1/2014,Cruise,$4.3M / Seed
August Capital,9/1/2015,Avant,$325M / Series E
August Capital,9/1/2015,HouseCall,$6M / Series A (Lead)
August Capital,9/1/2015,ADARA,$23M / Series C
August Capital,9/1/2015,CommonBond,$35M / Series B (Lead)
August Capital,8/1/2015,Mirantis,$100M / Series C
August Capital,8/1/2015,Massdrop,$40M / Series B (Lead)
August Capital,8/1/2015,Fastly,$75M / Series D
August Capital,6/1/2015,Kentik,$12.1M / Series A
August Capital,6/1/2015,Celect,$5M / Series A
August Capital,6/1/2015,AppFormix,$7M / Series A
August Capital,5/1/2015,Tegile Systems,$70M / Series D
August Capital,4/1/2015,DataTorrent,$15M / Series B
August Capital,4/1/2015,RetailNext,$125M / Series E
August Capital,4/1/2015,Palerra Inc.,$17M / Series B (Lead)
August Capital,3/1/2015,Stance,$50M / Series C (Lead)
August Capital,3/1/2015,Urban Airship,$20.93M / Series D
August Capital,2/1/2015,Urban Airship,$9M / Series D
August Capital,2/1/2015,Bill.com,$50M / Series F
August Capital,1/1/2015,"Beckon, Inc.",$13M / Series B
August Capital,12/1/2014,Open Garden,$10.8M / Series A (Lead)
August Capital,12/1/2014,Avant,$225M / Series D
August Capital,11/1/2014,DITTO.com,$5M / Venture (Lead)
August Capital,11/1/2014,Quandl,$5.4M / Series A
August Capital,10/1/2014,Mirantis,$100M / Series B
August Capital,9/1/2014,Netpulse,$18.6M / Series D
August Capital,9/1/2014,Fastly,$40M / Series C (Lead)
August Capital,9/1/2014,RJMetrics,$16.5M / Series B (Lead)
August Capital,8/1/2014,ScriptRock,$8.73M / Series A (Lead)
August Capital,7/1/2014,Airphrame,$4.25M / Series A
August Capital,6/1/2014,Turo,$25M / Series B
August Capital,4/1/2014,RetailNext,$15M / Series C
August Capital,4/1/2014,Paperless Post,$25M / Series C (Lead)
August Capital,4/1/2014,Wattpad,$46M / Series C
August Capital,3/1/2014,ThreatMetrix,$20M / Series E
August Capital,3/1/2014,Gigwalk,$10.1M / Series B
August Capital,3/1/2014,Townsquared,$5.26M / Series A
August Capital,2/1/2014,PayNearMe,$20M / Series E
August Capital,2/1/2014,PubMatic,$13M / Venture
August Capital,2/1/2014,"Beckon, Inc.",$8M / Series A
August Capital,1/1/2014,Rocketmiles,$6.5M / Series A (Lead)
August Capital,1/1/2014,SuVolta,$10.6M / Series F
August Capital,1/1/2014,Integral Ad Science,$30M / Series D (Lead)
BlueRun Ventures,12/1/2015,Yunjiazheng,$12M / Series B
BlueRun Ventures,12/1/2015,Zig Bang,$33M / Venture
BlueRun Ventures,12/1/2015,uMake,$5.2M / Series A (Lead)
BlueRun Ventures,10/1/2015,Kabbage,$135M / Series E
BlueRun Ventures,10/1/2015,ZeeMee,$5.8M / Series A (Lead)
BlueRun Ventures,7/1/2015,BlueCart,$4M / Series A (Lead)
BlueRun Ventures,7/1/2015,Radius,$50M / Series F
BlueRun Ventures,5/1/2015,BetterCompany,$6M / Series A (Lead)
BlueRun Ventures,5/1/2015,Banjo,$100M / Series C
BlueRun Ventures,3/1/2015,Hello Heart,$1.5M / Undisclosed
BlueRun Ventures,1/1/2015,HumanAPI,$6.62M / Series A
BlueRun Ventures,12/1/2014,Yunjiazheng,undisclosed amount /Series A
BlueRun Ventures,10/1/2014,Soundwall,$4M / Series A
BlueRun Ventures,9/1/2014,Radius,$54.7M / Series C
BlueRun Ventures,8/1/2014,Kitman Labs,$4M / Series A
BlueRun Ventures,5/1/2014,Kabbage,$50M / Series D
BlueRun Ventures,3/1/2014,Banjo,$16M / Series B
BlueRun Ventures,1/1/2014,Radius,$13M / Series B
Bessemer Venture Partners,12/1/2015,Cloudinary,undisclosed amount /Secondary Market
Bessemer Venture Partners,12/1/2015,Vayyar,$22M / Series B
Bessemer Venture Partners,12/1/2015,Baremetrics,$100k / Seed
Bessemer Venture Partners,11/1/2015,Stayglad,undisclosed amount /Series A (Lead)
Bessemer Venture Partners,11/1/2015,UrbanClap,$25M / Series B (Lead)
Bessemer Venture Partners,11/1/2015,Fractyl Laboratories,$57M / Series C
Bessemer Venture Partners,11/1/2015,Fiverr.com,$60M / Series D
Bessemer Venture Partners,11/1/2015,Bread,$14.3M / Series A
Bessemer Venture Partners,10/1/2015,illusive networks,$22M / Series B
Bessemer Venture Partners,10/1/2015,CyPhy Works,$22M / Series B (Lead)
Bessemer Venture Partners,9/1/2015,CanvasFilp,$1.2M / Seed
Bessemer Venture Partners,9/1/2015,Apperian,$12M / Series C
Bessemer Venture Partners,9/1/2015,Eden,$2M / Seed
Bessemer Venture Partners,9/1/2015,OMsignal,$3.5M / Debt Financing
Bessemer Venture Partners,8/1/2015,Intercom,$35M / Series C
Bessemer Venture Partners,8/1/2015,Bastille,$13.77M / Series A
Bessemer Venture Partners,8/1/2015,DoubleDutch,$45M / Series E
Bessemer Venture Partners,8/1/2015,Bigbasket.com,$50M / Series C
Bessemer Venture Partners,8/1/2015,Livspace,$8M / Series A
Bessemer Venture Partners,8/1/2015,Homesuite,$10M / Series A
Bessemer Venture Partners,7/1/2015,light,$25M / Series B
Bessemer Venture Partners,7/1/2015,Popular Pays,$2M / Seed
Bessemer Venture Partners,7/1/2015,BrightBytes,$33M / Series C
Bessemer Venture Partners,7/1/2015,Scratch,$3.6M / Seed (Lead)
Bessemer Venture Partners,7/1/2015,Auth0,$9.27M / Series A (Lead)
Bessemer Venture Partners,7/1/2015,HandyHome,$500k / Angel
Bessemer Venture Partners,6/1/2015,Spire,$40M / Series B
Bessemer Venture Partners,6/1/2015,Adaptive Insights,$75M / Series G
Bessemer Venture Partners,6/1/2015,Distil Networks,$21M / Series B (Lead)
Bessemer Venture Partners,6/1/2015,SimplyInsured,$5.9M / Series A
Bessemer Venture Partners,6/1/2015,ServiceTitan,$18M / Series A
Bessemer Venture Partners,6/1/2015,Homesuite,$2.3M / Seed
Bessemer Venture Partners,6/1/2015,Blue Apron,$135M / Series D
Bessemer Venture Partners,6/1/2015,Applied solar Technologies,$40M / Venture
Bessemer Venture Partners,6/1/2015,Vidooly,$1M / Seed
Bessemer Venture Partners,5/1/2015,Hightower,$13M / Series B
Bessemer Venture Partners,5/1/2015,Speakeasy,$5M / Series A
Bessemer Venture Partners,5/1/2015,Pipedrive,$9M / Series A (Lead)
Bessemer Venture Partners,5/1/2015,Pinterest,$186M / Series G
Bessemer Venture Partners,4/1/2015,ReGlobe,$1M / Seed
Bessemer Venture Partners,4/1/2015,TravelTriangle,$8M / Series B (Lead)
Bessemer Venture Partners,4/1/2015,Smule,$26M / Series F
Bessemer Venture Partners,4/1/2015,ZIRX,$30M / Series B (Lead)
Bessemer Venture Partners,4/1/2015,"Procore Technologies, Inc.",$30M / Series E
Bessemer Venture Partners,4/1/2015,NPM,$8M / Series A
Bessemer Venture Partners,3/1/2015,August,$38M / Series B (Lead)
Bessemer Venture Partners,3/1/2015,Hungama Digital Media Entertainment Pvt. Ltd.,$100M / Undisclosed
Bessemer Venture Partners,3/1/2015,Pinterest,$367M / Series G
Bessemer Venture Partners,3/1/2015,Rocket Lab,undisclosed amount /Series B
Bessemer Venture Partners,2/1/2015,Instructure,$40M / Series E
Bessemer Venture Partners,2/1/2015,Betterment,$60M / Series D
Bessemer Venture Partners,2/1/2015,Wandera,$15M / Series B
Bessemer Venture Partners,2/1/2015,Team8,$18M / Series A
Bessemer Venture Partners,2/1/2015,N Toggle,$5.6M / Series A (Lead)
Bessemer Venture Partners,1/1/2015,Verato,$12.5M / Series A (Lead)
Bessemer Venture Partners,1/1/2015,Raise Marketplace,$62M / Series B
Bessemer Venture Partners,1/1/2015,Ravello Systems,$28M / Series C
Bessemer Venture Partners,1/1/2015,Vidyard,$18M / Series B (Lead)
Bessemer Venture Partners,1/1/2015,Flat World Education,$5M / Debt Financing
Bessemer Venture Partners,1/1/2015,Welltok,$37M / Series D (Lead)
Bessemer Venture Partners,1/1/2015,iSIGHT Partners,$30M / Series C
Bessemer Venture Partners,12/1/2014,MindMeld,$13M / Series A
Bessemer Venture Partners,12/1/2014,Livspace,$4.6M / Series A (Lead)
Bessemer Venture Partners,12/1/2014,Allena Pharmaceuticals,$25M / Series B
Bessemer Venture Partners,12/1/2014,ThinkingPhones,$56.7M / Series D
Bessemer Venture Partners,12/1/2014,SendGrid,$20M / Series C
Bessemer Venture Partners,11/1/2014,CS Disco,$10M / Series B (Lead)
Bessemer Venture Partners,11/1/2014,LiveAuctioneers,$47.6M / Venture (Lead)
Bessemer Venture Partners,11/1/2014,Endgame,$30M / Series C
Bessemer Venture Partners,10/1/2014,Abacus,$3.5M / Seed (Lead)
Bessemer Venture Partners,10/1/2014,Quantopian,$15M / Series B (Lead)
Bessemer Venture Partners,10/1/2014,Mailcloud,$1.8M / Seed
Bessemer Venture Partners,10/1/2014,Gainsight,$25M / Series C (Lead)
Bessemer Venture Partners,9/1/2014,Baremetrics,$500k / Seed
Bessemer Venture Partners,9/1/2014,Club W,$9.5M / Series A (Lead)
Bessemer Venture Partners,9/1/2014,Auth0,$2.4M / Seed (Lead)
Bessemer Venture Partners,9/1/2014,CrowdFlower,$12.5M / Series C
Bessemer Venture Partners,9/1/2014,Flex Pharma,$40M / Venture
Bessemer Venture Partners,9/1/2014,Fractyl Laboratories,$19.76M / Series B
Bessemer Venture Partners,8/1/2014,Wikia,$15M / Series D
Bessemer Venture Partners,8/1/2014,DoubleDutch,$15M / Series D
Bessemer Venture Partners,8/1/2014,Hightower,$6.54M / Series A (Lead)
Bessemer Venture Partners,8/1/2014,TaxiForSure.com,$30M / Series C
Bessemer Venture Partners,8/1/2014,Fiverr.com,$30M / Series C
Bessemer Venture Partners,8/1/2014,Social Tables,$8M / Series A (Lead)
Bessemer Venture Partners,7/1/2014,PagerDuty,$27.2M / Series B (Lead)
Bessemer Venture Partners,7/1/2014,Kurbo Health,$5.8M / Seed
Bessemer Venture Partners,7/1/2014,Intigua,$21M / Series B
Bessemer Venture Partners,7/1/2014,NewVoiceMedia,$50M / Series E (Lead)
Bessemer Venture Partners,7/1/2014,Hungama Digital Media Entertainment Pvt. Ltd.,$40M / Venture (Lead)
Bessemer Venture Partners,7/1/2014,CTERA Networks,$25M / Series C (Lead)
Bessemer Venture Partners,6/1/2014,OMsignal,$10M / Series A (Lead)
Bessemer Venture Partners,6/1/2014,ClearCare,$11M / Series B (Lead)
Bessemer Venture Partners,6/1/2014,Virtru,$6M / Venture
Bessemer Venture Partners,6/1/2014,"Procore Technologies, Inc.",$15M / Series D
Bessemer Venture Partners,6/1/2014,light,$9.7M / Series A (Lead)
Bessemer Venture Partners,5/1/2014,Dynamic Yield,$12.23M / Series B
Bessemer Venture Partners,5/1/2014,Dashlane,$22M / Series B (Lead)
Bessemer Venture Partners,5/1/2014,Proteon Therapeutics,$45M / Series D
Bessemer Venture Partners,5/1/2014,Life360,$50M / Series C
Bessemer Venture Partners,5/1/2014,Pinterest,$200M / Series F
Bessemer Venture Partners,5/1/2014,Pinnacle Engines,undisclosed amount /Series C
